"ID";"Active";"Discount percent";"Discount from (yyyy-mm-dd)";"Discount to (yyyy-mm-dd)";"Quantity"
"2510480";"0";"0.0";;;"50"
"2510485";"0";"0.0";;;"0"
"2700339";"0";"0.0";;;"0"
"2510401";"0";"0.0";;;"41"
"2510310";"0";"35.0";;;"50"
"2510315";"0";"35.0";;;"50"
"2510320";"0";"35.0";;;"50"
"2510305";"0";"35.0";;;"50"
"2510350";"0";"0.0";;;"50"
"2510330";"0";"35.0";;;"48"
"2510335";"0";"35.0";;;"50"
"2510340";"0";"35.0";;;"50"
"2510325";"0";"35.0";;;"50"
"2797705";"0";"0.0";;;"0"
"2797706";"0";"50.0";;;"0"
"2797708";"0";"0.0";;;"0"
"2389975";"1";"0.0";;;"50"
"2390015";"1";"0.0";;;"50"
"2390025";"1";"0.0";;;"50"
"2390035";"1";"0.0";;;"50"
"2389945";"1";"0.0";;;"50"
"2389955";"1";"0.0";;;"50"
"2389985";"1";"0.0";;;"50"
"2389995";"1";"0.0";;;"50"
"2390005";"1";"0.0";;;"49"
"2390055";"1";"0.0";;;"50"
"2390065";"1";"0.0";;;"50"
"2390085";"1";"0.0";;;"50"
"2391845";"1";"0.0";;;"30"
"2391855";"1";"0.0";;;"30"
"2391865";"1";"0.0";;;"30"
"2391885";"1";"0.0";;;"30"
"2391895";"1";"0.0";;;"30"
"2391905";"1";"0.0";;;"30"
"2391915";"1";"0.0";;;"30"
"2391925";"1";"0.0";;;"30"
"2391935";"1";"0.0";;;"29"
"2391955";"1";"0.0";;;"21"
"2391965";"1";"0.0";;;"30"
"2391985";"1";"0.0";;;"30"
"2600655";"0";"0.0";;;"0"
"2600654";"0";"0.0";;;"0"
"2600653";"0";"0.0";;;"0"
"2600651";"0";"0.0";;;"0"
"2600650";"0";"0.0";;;"0"
"2600652";"0";"0.0";;;"0"
"2600665";"0";"0.0";;;"0"
"2600664";"0";"0.0";;;"0"
"2600715";"0";"20.0";;;"0"
"2600710";"0";"20.0";;;"0"
"2600640";"0";"20.0";;;"0"
"2600642";"0";"20.0";;;"0"
"2600643";"0";"20.0";;;"0"
"2600641";"0";"20.0";;;"0"
"2600705";"0";"0.0";;;"0"
"2600666";"0";"20.0";;;"0"
"2600668";"0";"20.0";;;"0"
"2600669";"0";"20.0";;;"0"
"2600667";"0";"20.0";;;"0"
"2600610";"0";"0.0";;;"0"
"2600612";"0";"0.0";;;"0"
"2600613";"0";"0.0";;;"0"
"2600611";"0";"0.0";;;"0"
"2600617";"0";"20.0";;;"0"
"2600615";"0";"20.0";;;"0"
"2600616";"0";"20.0";;;"0"
"2600618";"0";"20.0";;;"0"
"2600623";"0";"20.0";;;"0"
"2600624";"0";"20.0";;;"0"
"2600625";"0";"20.0";;;"0"
"2600620";"0";"0.0";;;"0"
"2600621";"0";"0.0";;;"0"
"2600622";"0";"0.0";;;"0"
"2600660";"0";"0.0";;;"0"
"2600662";"0";"0.0";;;"0"
"2600663";"0";"0.0";;;"0"
"2600636";"0";"20.0";;;"0"
"2600631";"0";"0.0";;;"0"
"2600633";"0";"20.0";;;"0"
"2600634";"0";"20.0";;;"0"
"2600632";"0";"20.0";;;"0"
"2600630";"0";"20.0";;;"0"
"2600628";"0";"0.0";;;"0"
"2390100";"1";"0.0";;;"50"
"2900801";"1";"0.0";;;"50"
"2429905";"1";"0.0";;;"30"
"2429910";"1";"0.0";;;"29"
"2429915";"1";"0.0";;;"29"
"2429920";"1";"0.0";;;"29"
"2429925";"1";"0.0";;;"30"
"2429930";"1";"0.0";;;"30"
"2429931";"1";"0.0";;;"60"
"2429932";"1";"0.0";;;"28"
"2429933";"1";"0.0";;;"30"
"2429934";"1";"0.0";;;"28"
"2429935";"1";"0.0";;;"29"
"2429936";"1";"0.0";;;"30"
"2429940";"1";"0.0";;;"29"
"2389970";"1";"30.00";"2016-09-22";"2017-01-01";"8"
"2392001";"1";"0.0";;;"30"
"2392002";"1";"0.0";;;"30"
"2392003";"1";"0.0";;;"29"
"2392004";"1";"0.0";;;"30"
"2392005";"1";"0.0";;;"30"
"2392006";"1";"0.0";;;"30"
"2392011";"1";"0.0";;;"30"
"2392012";"1";"0.0";;;"29"
"2392013";"1";"0.0";;;"30"
"2392014";"1";"0.0";;;"30"
"2392015";"1";"0.0";;;"30"
"2392016";"1";"0.0";;;"30"
"2392021";"1";"0.0";;;"12"
"2392022";"1";"0.0";;;"12"
"2392023";"1";"0.0";;;"8"
"2392024";"1";"0.0";;;"12"
"2392025";"1";"0.0";;;"12"
"2392026";"1";"0.0";;;"16"
"2392031";"1";"0.0";;;"30"
"2392032";"1";"0.0";;;"29"
"2392033";"1";"0.0";;;"29"
"2392034";"1";"0.0";;;"24"
"2392035";"1";"0.0";;;"30"
"2392036";"1";"0.0";;;"29"
"2392041";"1";"0.0";;;"20"
"2392042";"1";"0.0";;;"29"
"2392043";"1";"0.0";;;"29"
"2392044";"1";"0.0";;;"23"
"2392045";"1";"0.0";;;"28"
"2392046";"1";"0.0";;;"24"
"2392050";"1";"0.0";;;"25"
"2392051";"1";"0.0";;;"30"
"2392052";"1";"0.0";;;"30"
"2392053";"1";"0.0";;;"29"
"2392054";"1";"0.0";;;"28"
"2392055";"1";"0.0";;;"26"
"2392056";"1";"0.0";;;"29"
"2386960";"1";"0.0";;;"50"
"2386961";"1";"0.0";;;"50"
"2386962";"1";"0.0";;;"45"
"2386963";"1";"0.0";;;"47"
"2386964";"1";"0.0";;;"48"
"2386965";"1";"0.0";;;"48"
"2386970";"1";"0.0";;;"27"
"2386971";"1";"0.0";;;"30"
"2386972";"1";"0.0";;;"28"
"2386973";"1";"0.0";;;"28"
"2386974";"1";"0.0";;;"30"
"2386975";"1";"0.0";;;"25"
"2510573";"0";"0.0";;;"36"
"2510574";"0";"0.0";;;"50"
"2510576";"0";"0.0";;;"50"
"2510575";"0";"0.0";;;"0"
"2510577";"0";"0.0";;;"16"
"2510582";"0";"0.0";;;"50"
"2510583";"0";"0.0";;;"31"
"2510581";"0";"0.0";;;"50"
"2510606";"0";"0.0";;;"15"
"2510605";"0";"0.0";;;"50"
"2700371";"0";"0.0";;;"50"
"2510601";"0";"0.0";;;"48"
"2510602";"0";"0.0";;;"50"
"2510603";"0";"0.0";;;"48"
"2510604";"0";"0.0";;;"50"
"2510579";"0";"0.0";;;"17"
"2510578";"0";"0.0";;;"12"
"2510580";"0";"0.0";;;"40"
"2510571";"0";"0.0";;;"20"
"2510570";"0";"0.0";;;"40"
"2510710";"0";"0.0";;;"50"
"2510711";"0";"0.0";;;"50"
"2700361";"0";"0.0";;;"50"
"2700364";"0";"0.0";;;"50"
"2700367";"0";"0.0";;;"30"
"2700351";"0";"0.0";;;"30"
"2700370";"0";"0.0";;;"50"
"2700369";"0";"0.0";;;"50"
"2700340";"0";"0.0";;;"50"
"2700373";"0";"0.0";;;"30"
"2700374";"0";"0.0";;;"50"
"2700375";"0";"0.0";;;"30"
"2459110";"0";"0.0";;;"0"
"2459105";"0";"0.0";;;"0"
"2459305";"0";"0.0";;;"0"
"2459310";"0";"0.0";;;"0"
"2459315";"0";"0.0";;;"0"
"2510701";"0";"0.0";;;"50"
"2510702";"0";"0.0";;;"50"
"2510703";"0";"0.0";;;"50"
"2510704";"0";"0.0";;;"50"
"2700372";"0";"0.0";;;"36"
"2510280";"0";"0.0";;;"18"
"2700354";"0";"0.0";;;"50"
"2700360";"0";"0.0";;;"50"
"2700363";"0";"0.0";;;"50"
"2700366";"0";"0.0";;;"30"
"2700362";"0";"0.0";;;"50"
"2700365";"0";"0.0";;;"50"
"2700368";"0";"0.0";;;"15"
"2510531";"0";"0.0";;;"8"
"2510536";"0";"0.0";;;"10"
"2510541";"0";"0.0";;;"15"
